Textos_espanol,sdg
"Para una muestra de 23 países de la OCDE, OCDE (2011) mostró que el crecimiento del empleo femenino tendía a tener un efecto igualador en los ingresos de los hogares en todos los países estudiados, a pesar de las diferencias sustanciales en los niveles de empleo y el tipo de empleo y en las brechas salariales entre países. . Luego examina cómo los cambios en la distribución de los ingresos y las horas de trabajo de las mujeres han afectado la evolución de los ingresos individuales y la desigualdad de ingresos de los hogares durante el período comprendido entre fines de la década de 1980 y la crisis económica. Si bien la mayor parte de la literatura analiza las tendencias agregadas del empleo, los análisis a continuación descomponen diferentes tipos de empleo (tiempo completo/tiempo parcial, año completo/año parcial) para analizar el impacto de los patrones cambiantes del empleo de las mujeres en más detalle. Las tres vías a través de las cuales la participación de las mujeres en el mercado laboral afecta la distribución de los ingresos del hogar discutidas aquí son: primero, las tendencias en los ingresos brutos individuales, segundo, las tendencias en los ingresos brutos del hogar y, finalmente, el ingreso disponible total del hogar (después de impuestos y gastos). transferencias).",5
"Sostiene que las normas que afectan a los acuerdos privados de mujeres y hombres tienen un fuerte impacto en la participaciÃ³n de las mujeres en la vida pÃºblica. El capÃtulo contiene cuatro secciones principales: derecho de familia, integridad fÃsica, nacionalidad y acceso a la justicia. Cada secciÃ³n destaca los respectivos puntos de referencia internacionales, las tendencias en la legislaciÃ³n nacional y las lagunas de cumplimiento en la regiÃ³n de Oriente Medio y Norte de Ãfrica. En el Ã¡mbito del derecho de familia y la nacionalidad, el capÃtulo ofrece una visiÃ³n general de las discriminaciones legales que siguen obstaculizando la igualdad de la mujer con el hombre. En cuanto al acceso a la justicia y la violencia de gÃ©nero, muchos paÃses reconocen las cuestiones pendientes y se proponen abordar las lagunas restantes mediante agendas nacionales de reforma. Sin embargo, es necesario seguir actuando para permitir un acceso igualitario a la justicia y eliminar la violencia contra las mujeres, que parece ir en aumento tras las recientes revueltas en algunos paÃses de la regiÃ³n.",5
"Muchos sistemas de atención de la salud comparten el objetivo sueco de capacitar a los pacientes para que ejerzan una elección informada, y existe evidencia de que los monopolios geográficos pueden sofocar la innovación y que la competencia en la atención primaria impulsa la calidad. Un análisis empírico de la relación entre la calidad de los consultorios de médicos de cabecera en Inglaterra y el grado de competencia al que se enfrentan muestra que los consultorios ubicados cerca de otros brindan una atención de mayor calidad que los consultorios que carecen de competidores (Pike, 2010). Además, investigaciones recientes muestran que es más probable que los pacientes elijan prácticas que ganaron más puntos de calidad bajo el esquema de pago por desempeño del Marco de calidad y resultados (QOF), una condición necesaria para una mayor competencia para mejorar la calidad es que la elección de los pacientes de la práctica está influenciada por la calidad de la práctica (Santos et al., Las reformas de competencia y privatización pueden diseñarse para promover la continuidad y coordinación de la atención, incluso a través de mecanismos de pago apropiados, y estos principios deben incorporarse en la regulación de cómo se implementan estas políticas en la práctica Las estrategias para avanzar hacia estos objetivos se analizan a continuación.",3
"En Ecuador, la Encuesta Demográfica y de Salud Materno Infantil (ENDEMAIN, 2004) encontró que el 68% de las personas de 60 a 74 años tenían este tipo de dificultades, al igual que el 82% de los mayores de 75 años. Según datos del Latinobarómetro (ver gráfico IV.7), los problemas para acceder a la atención de la salud son más agudos para las personas mayores con un nivel socioeconómico más bajo. Las personas de nivel socioeconómico extremadamente bajo no tienen acceso a la atención de la salud.",3
"Pone en riesgo la salud y la vida de las mujeres y es una violación de sus derechos y una manifestación de discriminación de género. Algunos países han introducido legislación que prohíbe la práctica (por ejemplo, Djibouti y Egipto), pero la ley enfrenta normas sociales arraigadas y no siempre se implementa. Algunos entrevistados también denunciaron nuevos tipos de violencia y acoso, como el acecho por Internet y por teléfono móvil. Dicha conducta puede ser humillante y puede constituir un problema de salud y seguridad, es discriminatoria cuando la mujer tiene motivos razonables para creer que su objeción la perjudicaría en relación con su empleo, incluido el reclutamiento o la promoción, o cuando crea un ambiente de trabajo hostil. .",5
"El número medio de eventos por paciente aumentó en un 10% por cada medicamento adicional. Entre el 17-30% de los errores se correlacionaron con la polifarmacia que podría reducirse mediante el uso de recordatorios en un sistema electrónico de recetas/pedidos (Meredith et al, 2001). La complejidad puede ser tanto clínica como biopsicosocial.",3
"Sin embargo, Kimball et al. ( La elección de instrumentos y fuentes de información también depende del tipo de aspectos y criterios de evaluación en los que se centre un esquema de evaluación (por ejemplo, rasgos, cumplimiento, competencias y resultados). Mientras que en la mayoría de los países la evaluación se basa en la interacción entre los evaluadores y los líderes escolares, por ejemplo, mediante entrevistas, reuniones y visitas escolares, algunos países complementan la información recopilada de esta manera con otros datos más orientados a los resultados, como portafolios de liderazgo, encuestas a las partes interesadas e información sobre el rendimiento de los estudiantes. Dependiendo del marco político para la evaluación y de la asignación general de responsabilidades, los evaluadores y los propios directores escolares tienen mayor o menor autonomía a la hora de determinar las herramientas para recopilar información. ",4
"Tal enfoque representa una buena práctica en la formulación del presupuesto. Al mismo tiempo, sin embargo, existe la percepción desde el lado de la salud de que las decisiones reales de asignación todavía están determinadas en gran medida por factores menos tangibles, como las relaciones interpersonales y las evaluaciones subjetivas en lugar de objetivas de estos planes de negocios. Si tienen un caso sólido, esto puede conducir a aumentos en las subvenciones condicionales para la salud.",3
"Este es un paso fundamental para luego pasar a informes públicos más sistemáticos y vincular adecuadamente el pago a los resultados, la calidad y la atención de alto valor. Puede constar de varias fuentes de datos, como estadísticas de mortalidad, registros clínicos específicos (como un registro de cáncer o diabetes), bases de datos administrativas, registros de salud electrónicos (EHR) y encuestas realizadas en grupos de pacientes u hogares específicos. Según la calidad y la exhaustividad de la infraestructura de datos, dichas fuentes de datos pueden servir como una herramienta no solo para evaluar los volúmenes de atención y los insumos dentro del sector de atención de la salud, sino también para monitorear la calidad en la prestación de la atención (OCDE, 2013a).",3
"Estipula: /) desarrollar un marco general de cualificaciones para el Espacio Europeo de Educación Superior, en particular titulaciones comparables organizadas en una estructura de tres ciclos y una definición común de los resultados del aprendizaje en esta estructura de tres ciclos, ii) un sistema común de garantía de calidad, iii) el reconocimiento de títulos extranjeros y otras cualificaciones de educación superior. Los estudios de postgrado conducen a los títulos de Specializacija (uno o dos años después de la obtención del título de grado en el sistema pre-Bolonia y no existe en el nuevo sistema), Magisterij (equivalente al título de Master of Science en el sistema pre-Bolonia y obtenido después de uno o dos años en el nuevo sistema) y Doktorat (Doctor en Ciencias). Existen tres vías principales para la formación continua. En primer lugar, para los adultos que no completaron o no completaron la educación secundaria superior, es posible continuar los cursos de preparación profesional y Matura, lo que les permite obtener certificados de educación secundaria superior.",4
"Sin embargo, en comparación con el promedio internacional, el doble de los maestros de primaria en México participan en programas formales de inducción si tienen acceso a ellos. Incluso en el caso de los profesores que sí tienen acceso, muy pocos participan en tutorías. En la mayoría de los países, los maestros de primaria reciben apoyo de otros colegas.",4
"Pero el nivel de gasto en educación sigue siendo relativamente bajo, como indica la cantidad gastada por estudiante en porcentaje del PIB per cápita, que se mantiene considerablemente por debajo de la media de la OCDE en educación primaria y secundaria. La nueva reforma fiscal aprobada en 2014 permitirá un mayor crecimiento del gasto público en educación. Sin embargo, a pesar del fuerte compromiso político con la financiación de la educación, existen algunos retos fiscales a los que se enfrentará el sistema escolar en el futuro.",4
"En consonancia con la cultura sueca de autonomÃa local, confianza y valores compartidos, este programa no es obligatorio a nivel nacional. La responsabilidad de la formaciÃ³n profesional continua de todo el personal mÃ©dico contratado recae en los empleadores, es decir, las diputaciones provinciales, los municipios y los proveedores privados. No está claro si estos acuerdos locales ad hoc ofrecen oportunidades adecuadas para actualizar los conocimientos de los médicos de cabecera y demás personal de atención primaria, incluida la prestación y coordinación de la atención al creciente volumen y complejidad de las necesidades de salud física y mental de una población que envejece.",3
"La centralidad de la igualdad de género para el logro de los ODS restantes no implica que este objetivo tenga solo un valor instrumental. Aunque es bueno para las sociedades en su conjunto, la igualdad sustantiva de género es, sobre todo, un objetivo por derecho propio. En el centro de la meta del desarrollo humano se encuentra el bienestar ampliamente compartido, que requiere la creación de condiciones en las que todas las personas tengan el derecho y la capacidad de realizar todo su potencial humano y beneficiarse del aumento de los niveles de vida. Un atributo de la inversión en igualdad de género que con frecuencia se pasa por alto es que dicho gasto puede autofinanciarse cuando los efectos se evalúan en un horizonte temporal de mediano y largo plazo.",5
"La mayor parte de los 5 millones de muertes que se producen cada aÃ±o por epidemias de las principales enfermedades infecciosas -como el VIH/sida, la tuberculosis, la malaria y la hepatitis viral- ocurren en paÃses de ingresos bajos y medios. Al mismo tiempo, el 80% de las muertes en 2013 por enfermedades no transmisibles -como enfermedades cardiovasculares, cÃ¡nceres, enfermedades respiratorias crÃ³nicas y diabetes- se produjeron en paÃses de ingresos bajos y medios. La falta de acceso a medicamentos esenciales es uno de los factores que contribuyen a estas muertes, muchas de las cuales podrían haberse evitado.",3
"El reto docente consiste entonces en enseñar de manera que la mayoría de los estudiantes apliquen un enfoque profundo del aprendizaje utilizando los procesos de nivel cognitivo superior3. Aunque estas características incluyen, por ejemplo, la materia, el tamaño de la clase, la capacidad de los estudiantes y las prácticas de evaluación, varían enormemente entre departamentos, facultades e instituciones. Las complejas y cambiantes fuerzas sociales, políticas, económicas, tecnológicas y demográficas también afectan a lo que podría entenderse por enseñanza eficaz.",4
"No hay centros especiales para alumnos con dificultades de aprendizaje, por lo que los estudiantes de unidades se integran en el sistema ordinario si pueden arreglárselas sin ayuda y su comportamiento no supone un problema.185 Un estudio académico realizado en 2006 examinó las actitudes de los profesores hacia los alumnos discapacitados y sus conocimientos percibidos sobre la educación inclusiva. Los encuestados eran profesores de educación ordinaria y especial de centros públicos de primaria y secundaria. Los datos de un cuestionario se analizaron utilizando estadísticas descriptivas como la frecuencia y los porcentajes. El principal resultado fue que, en general, los profesores tienen actitudes positivas hacia la educación inclusiva. Estaban de acuerdo en que la educación inclusiva fomenta la interacción social y la inclusión entre los alumnos y, por tanto, minimiza los estereotipos negativos sobre los alumnos con necesidades especiales. ",4
"Sin embargo, la representación femenina media seguía estando por debajo del 15% en África septentrional (10%), Asia oriental y occidental (14% y 9%, respectivamente) y Oceanía7 (3%). La proporción más alta del mundo la registró Ruanda en sus elecciones de 2008. Siendo el primer paÃs que ha logrado un equilibrio de gÃ©nero en el parlamento nacional, el logro de Ruanda (56%) supone un marcado aumento con respecto al 17% de representaciÃ³n femenina en 1995,10 y puede atribuirse en parte a los esfuerzos centrados y coordinados para abordar la cuestiÃ³n del equilibrio de gÃ©nero durante la reconstrucciÃ³n posterior al conflicto, y tambiÃ©n podrÃa asociarse al hecho de que la mayorÃa de los supervivientes del conflicto anterior eran mujeres. De hecho, varios paÃses en situaciÃ³n de posconflicto ocupan los primeros puestos en cuanto a participaciÃ³n femenina en las cÃ¡maras bajas y altas de los Ã³rganos legislativos (vÃ©ase el Anexo estadÃstico). Esta evoluciÃ³n se debe al cambio del paÃs hacia el mÃ©rito y la competencia polÃtica desde una asociaciÃ³n con los vÃnculos tribales y la conveniencia. El hecho de que los cuatro tengan doctorados, gocen de una formidable reputaciÃ³n de profesionalidad y representen ahora al 54% de los votantes con derecho a voto apunta a un cambio radical de opiniÃ³n en toda la sociedad kuwaití.",5
"En términos más generales, en Inglaterra la tasa de mortalidad por demencia y enfermedad de Alzheimer ha aumentado de manera constante desde 2006, lo que refleja varios factores, como una mayor conciencia de la demencia, las políticas históricas del NHS que alientan a los médicos de cabecera a diagnosticar y los cambios en las prácticas de certificación de defunciones (PHE, 2018b, PHE 2018c, ONS, 2018d). Los cambios de codificación a partir de 2011 también condujeron a un mayor registro de la demencia y la enfermedad de Alzheimer en los certificados de defunción, con muertes reasignadas de algunos grupos, incluidas las enfermedades cerebrovasculares y la neumonía; por ejemplo, las muertes por demencia vascular antes se habrían codificado en enfermedades circulatorias, pero ahora se codifican en demencia (PHE 2018c, Campbell, 2017). Esto, junto con los ejemplos citados anteriormente en relación con la gripe/neumonía, sugiere que las prácticas de certificación de defunciones han cambiado en los últimos años, clasificándose como demencia algunas defunciones que no lo habrían sido en el pasado.",3
"Además, el 40% de los suicidios indígenas ocurren dentro de este grupo de edad. Las cifras de suicidio varían según la comunidad; sin embargo, las tasas de suicidio han sido consistentemente más altas entre los nativos de Alaska que entre cualquier otro grupo racial/étnico en los Estados Unidos. El suicidio ocupó el cuarto lugar entre las principales causas de muerte entre los nativos de Alaska en 2008. Alaska tiene la tasa más alta de suicidio per cápita del país.",3
"En Nueva Zelanda, el trabajo en grupo cuenta con la ayuda de un plan de estudios que tiene solo ocho niveles durante 12 o 13 años de escolaridad. Existe un entendimiento explícito de que los estudiantes son promovidos de un año a otro automáticamente, pero cualquier estudiante individual podría tener logros en varios niveles curriculares diferentes, según el área de aprendizaje o la materia. Las clases se ofrecen en diferentes niveles de grado al mismo tiempo, lo que permite a los estudiantes estudiar en la clase que mejor se adapte a su nivel de rendimiento. De esta manera, un estudiante nominalmente en un nivel de año en particular puede estar tomando clases de un año por debajo o un año por encima de su nivel de año nominal.",4
"El gran número de diferentes profesiones y especializaciones que existían bajo el dominio soviético se redujo drásticamente y las escuelas vocacionales más pequeñas y de una sola materia se fusionaron en establecimientos educativos más integrales (OCDE, 2001). Sin embargo, con un 3 % del PIB, el gasto público y privado en instituciones educativas primarias, secundarias y postsecundarias no terciarias en 2011 se mantiene considerablemente por debajo del promedio de la OCDE del 3,8 % del PIB (OCDE, 2014a, gráfico B2.2). La sección 2 examina las políticas para mejorar la asistencia escolar.",4
"También analizan qué aspectos de la calidad docente están directamente relacionados con la calidad de la instrucción y cómo ésta a su vez está relacionada con el aprendizaje de los estudiantes. Los análisis muestran relaciones positivas entre la competencia pedagógica de los docentes y los resultados de los estudiantes tanto en la escuela primaria como en la secundaria inferior, mientras que la educación formal de los docentes parece ser más importante en los grados superiores. El artículo también analiza cómo se pueden relacionar los hallazgos con el desarrollo profesional de los docentes. Otro hallazgo importante es cómo la autoeficacia y la motivación de los docentes son importantes para el aprendizaje de los estudiantes.",4
"En las universidades financiadas con fondos públicos, la participación del gobierno puede extenderse a las políticas de admisión, la aprobación de programas, los planes de estudios, la planificación institucional y las condiciones de trabajo. La educación vocacional abarca los sectores secundario y terciario, la capacitación se puede ofrecer durante los dos últimos años de la escuela secundaria o en escuelas especializadas separadas, o en colegios públicos y privados. Los requisitos de admisión para universidades y colegios se basan en gran medida en el rendimiento académico de la escuela secundaria.",4
"Usan activamente esta información para adaptar sus respuestas educativas a las necesidades individuales de los estudiantes. The Starting Block equipa a los maestros con recursos para medir y registrar diariamente el progreso y los logros de los estudiantes en alfabetización, asistencia y conducta general. Al final de cada trimestre, las familias de los estudiantes y los miembros de la comunidad asisten a las ceremonias de los premios Starting Block Awards para reconocer sus logros. El programa está diseñado para ayudar a los niños a aprender a establecer y realizar metas personales.",4
"La finalización exitosa de los programas de secundaria superior es vital para abordar los problemas de equidad (consulte el Indicador A9 en Education at a Glance 2017 [OCDE, 2017(1]]), pero las tasas de graduación aún varían ampliamente entre los países de la OCDE (consulte el Indicador B3). tanto la educación general como la vocacional (ver la sección Definiciones al final de este indicador) en el nivel secundario superior puede hacer que la educación sea más inclusiva y atractiva para personas con diferentes preferencias e inclinaciones. progresan a través de niveles educativos anteriores y, por lo tanto, corren un mayor riesgo de no completar la educación secundaria superior (OCDE, 2017(h).",4
"El centro realiza un seguimiento rutinario de las cifras y las tasas de prevalencia del VIH/SIDA en la región. Como parte del proceso de planificación, la mayoría de los países de la región también han establecido un organismo separado con la responsabilidad de coordinar las actividades multisectoriales y las diversas respuestas a nivel micro a nivel nacional. Este organismo generalmente se establece bajo el Ministerio de Salud, como en el caso de Jamaica, pero a veces se establece como parte de la oficina del Primer Ministro, como en las Bahamas, Barbados y Trinidad y Tobago. Nos ocuparemos de esto más adelante.",3
"Mucho depende de la política de educación superior y la estrategia regional para movilizar a las instituciones de educación superior y las partes interesadas. Al mismo tiempo, es necesario mejorar la capacidad de la economía local para que pueda absorber a los graduados de educación terciaria y las nuevas innovaciones. Para que esto suceda, es necesario establecer incentivos e instrumentos políticos de apoyo.",4
"Entre 1985 y 2014, los habitantes de zonas urbanas aumentaron en casi un 13 %, hasta alcanzar el 76,3 % de la población colombiana, mientras que el 23,7 % de la población vivía en zonas rurales. Se proyecta que el 85% de la población colombiana vivirá urbanizada para 2050. Las tasas de mortalidad infantil han disminuido de 40 muertes por 1 000 nacidos vivos en 1970 a 12,8 en 2013 (promedio de la OCDE, 3,8 muertes por 1 000 nacidos vivos).",3
"Es necesario un enfoque polifacético. Algunos ejemplos son la reforma de los códigos de familia para fomentar la igualdad en el matrimonio y la herencia y la legislación que penaliza la violencia doméstica. Sin embargo, a menudo se enfrentan a problemas de visibilidad y autoridad a la hora de aplicar enfoques coherentes para promover la igualdad de género en todos los ámbitos políticos y niveles de gobierno. En la Declaración y Plataforma de Acción de Pekín de 1995 se formalizó la responsabilidad de los organismos gubernamentales de abordar adecuadamente las cuestiones de desigualdad de género e integrar la perspectiva de género en las políticas y programas. ",5
"Por ejemplo, la integración de servicios en los Países Bajos contribuyó a reducir las muertes por abuso de sustancias. La experiencia de los Países Bajos también aporta algunas ideas sobre los enfoques de tratamiento del consumo de heroína, incluido el uso de opiáceos y el tratamiento con metadona (recuadro 4.4). Las áreas de interés son la adicción a la nicotina, el alcohol, las drogas y los sedantes y tranquilizantes. ",3
También puede comprender la evaluación del contexto y la identificación de posibles dificultades de aplicación. Análisis de género a posteriori: El análisis de género se lleva a cabo para evaluar el impacto de una legislación/normativa/política/programa después de que se haya introducido o completado. El análisis de género ex post pretende examinar si se han alcanzado los objetivos de una legislación/regulación/política/programa. También examina los efectos a largo plazo de una legislación/regulación/política/programa sobre las mujeres y los hombres.,5
"Esta evaluación, que incluye información sobre infraestructura, acceso, productividad y satisfacción de los pacientes, da como resultado una puntuación que permite clasificar a los hospitales en una de las cinco categorías descritas con más detalle en el capítulo 4. Cada equipo de evaluación está formado por 4 personas, un jefe de equipo y al menos un médico, que proceden de un grupo de 368 evaluadores formados. Cada estÃ¡ndar, dentro de los estÃ¡ndares de calidad de la atenciÃ³n sanitaria, se evalÃºa como ""SÃ, No o No aplicable"". Las normas se ponderan previamente en función de su importancia.",3
"AdemÃ¡s de las medidas previstas por el Gobierno noruego, las directrices mÃnimas de prestaciÃ³n de servicios de salud mental para los municipios, asÃ como las vÃas establecidas para los pacientes desde la atenciÃ³n primaria, pueden reforzar el acceso a los servicios especializados adecuados -como la TCC u otras terapias de conversaciÃ³n- para los trastornos de leves a moderados en todo el paÃs. El registro sistemÃ¡tico de los tiempos de espera de los pacientes tras una derivaciÃ³n a terapias psicolÃ³gicas, publicado junto con los datos existentes en Noruega sobre tiempos de espera y derivaciÃ³n a servicios de depresiÃ³n, puede ser otra forma de evaluar eficazmente las necesidades no cubiertas y las disparidades en todo el paÃs. Para estas personas, una buena coordinación de la atención, un buen seguimiento en la comunidad tras las hospitalizaciones, un apoyo adecuado a largo plazo y la sensibilidad a las peticiones y necesidades de tratamiento de los pacientes son elementos importantes para garantizar una atención de alta calidad.",3
"La competencia en el uso de las TIC en el aula es una de las muchas competencias que deben demostrar los estudiantes de magisterio durante sus periodos de experiencia escolar. Como resultado de estas medidas, todos los profesores alcanzaron una competencia bÃ¡sica mÃnima para utilizar las TIC en su enseÃ±anza en marzo de 2003. En todas las etapas de la formaciÃ³n docente, los profesores deben utilizar las TIC para mejorar el aprendizaje de los niÃ±os.",4
"Las políticas de inclusión prohíben la discriminación basada en la discapacidad y promueven un enfoque educativo de la discapacidad que se centre en la capacidad de los sistemas educativos para satisfacer las necesidades de los adultos jóvenes con discapacidad. Han alentado a las instituciones de educación secundaria y terciaria a incluir temas de discapacidad en sus políticas. También han movilizado recursos técnicos, humanos y financieros para que las instituciones puedan garantizar la accesibilidad y los adultos jóvenes con discapacidad puedan tener el mismo acceso y oportunidades de éxito que sus pares sin discapacidad.",4
"También se trata de cumplir con uno de los ""principios de aprendizaje"" clave descritos anteriormente: promover la conexión horizontal, incluidas las conexiones entre los mundos de la educación y los mundos sociales más amplios más allá de los límites escolares. Hacer crecer y sostener la reforma de la ILE se trata de ayudar a crear grupos cada vez más densos de prácticas de aprendizaje del siglo XXI para que se puedan alcanzar masas críticas de práctica y cambio. Además, se trata de reconocer que en los sistemas de aprendizaje contemporáneos, la provisión institucional formal es solo una parte del todo.",4
"Para esto, Dinamarca debe continuar monitoreando el impacto en la equidad de cualquier reforma importante que afecte los servicios de salud, como la reforma de la especialización hospitalaria. Usando su ventaja de datos, Dinamarca puede desear ser pionera en el monitoreo de la frecuencia de los viajes a los hospitales para recibir tratamiento. Sería importante informar el tiempo promedio de viaje al hospital más cercano, el rendimiento de las ambulancias y la medida en que los pacientes han tenido que viajar para llegar a la atención primaria o los servicios de emergencia, como en los Países Bajos. Si bien un mayor uso de equipos móviles como en los Países Bajos y servicios de ambulancia como en Francia tienen costos unitarios altos, estos deben compensarse con consideraciones de seguridad.",3
"Los indicadores agregados que se centran en el análisis a nivel de país permiten la comparación entre países pero no entre individuos dentro de los países. Por ejemplo, bajo el ODS 13 sobre cambio climático, los indicadores relacionados con el área forestal y su protección son esenciales, pero los indicadores para monitorear el impacto humano del agotamiento, incluido uno que captura cómo las mujeres y los hombres se ven afectados por la degradación ambiental de diferentes maneras. también son importantes y necesarios (ver Capítulo 3). Pero una evaluación de la disponibilidad de datos de género sugiere que queda un largo camino por recorrer antes de que se cumpla este estándar. Muchos de los indicadores específicos de género cubren 'áreas estadísticas emergentes' donde la metodología de medición no está bien desarrollada; esto es cierto para un tercio de los indicadores específicos de género.",5
"Los hombres fuman relativamente mucho, y entre las mujeres árabes mayores la obesidad es una preocupación. Y, al menos según una encuesta de autoinforme, tanto los hombres como las mujeres árabes hacen mucho menos ejercicio físico en comparación con el resto de la población (Figura 2.14). Por ejemplo, el informe de la OCDE sobre la calidad de la atención médica llama la atención sobre la baja aceptación de las pruebas de detección del cáncer entre las mujeres árabes y judías ultraortodoxas (OCDE, 2012).",3
"Es una versión condensada y actualizada del Documento de Trabajo de Educación de la OCDE No. Partes del análisis pueden reproducirse en notas de países individuales o en el Informe de Síntesis Final de la Revisión Temática de la OCDE sobre Educación de Migrantes. A menudo, su acceso a una educación de alta calidad se ve restringido por una variedad de factores, incluida la segregación residencial, los mecanismos selectivos y la desigualdad de recursos.",4
"Se utilizaron escalas de desarrollo para seguir los cambios en seis áreas: motriz, emocional, social, comunicación, creatividad y habilidades funcionales necesarias para la independencia. Se adoptó un plan de estudios ecológico que utilizaba recursos de la comunidad. Es un proceso o un viaje: todo viaje empieza con un primer paso. Un programa de educación inclusiva que no trabaje con las familias no conseguirá gran cosa.",4
"Estos países incluyen Ecuador, Eritrea, Ghana, Indonesia, Malasia, Mozambique, Sudáfrica y Tailandia.418 El gobierno de Tailandia se ha movido con particular celo en esta dirección al emitir una licencia de uso obligatorio del gobierno para un remedio para enfermedades del corazón además de Medicamentos contra el VIH/SIDA (véase el recuadro 5). Véase A. Ahuja (Associated Press), “Thai Health Groups Urge Abbott Boycott”, boletín de salud de IP del 21 de marzo de 2007. Para una evaluación crítica de tales acciones desde el punto de vista de la ley de competencia, véase S. Flynn, “Considering Competition Quejas contra Abbott en Tailandia: una breve explicación de posibles argumentos legales”, 23 de marzo de 2007 (disponible en http://www.wcl.american.edu/faculty/flynn/) y “Thailand’s Lawful Compulsory Licensing and Abbott's Anticompetitive Responseâ€, 26 de abril de 2007 [en adelante, Flynn, Licencias obligatorias legales de Tailandia] (disponible en http://www.wcl.american.edu/faculty/flynn/).",3
"Sigue existiendo el riesgo de que los ciudadanos renuncien a una atención eficaz que puede tener resultados adversos para la salud a largo plazo. Otro aspecto de los copagos que requerirá un control cuidadoso son los incentivos potenciales que crean para los pacientes que buscan atención en partes del sistema de atención médica donde sus costos pueden minimizarse. Por ejemplo, los copagos de atención primaria más altos pueden aumentar los incentivos para buscar atención en el departamento de emergencias. Sin embargo, es posible que estos incentivos no siempre se alineen con brindar atención en el lugar más apropiado. Esto implicaría que los copagos se vuelvan distorsionadores y actúen como una barrera para la provisión eficiente de cuidados. La evidencia más fuerte se puede encontrar en la tasa de ingresos hospitalarios.",3
"El proceso podría ser más eficaz si el rendimiento de los nuevos profesores fuera evaluado conjuntamente por el director de la escuela y una autoridad externa cualificada, como el supervisor escolar o el asesor pedagógico regional. Una vez establecidas unas condiciones claras para la evaluación del periodo de prueba, Costa Rica podría introducir el requisito de que todos los profesores deban completar el periodo de prueba de forma satisfactoria antes de ser confirmados en un puesto permanente. En la mayoría de los países, el periodo de prueba suele ir acompañado de un programa estructurado de iniciación.",4
"En los Estados Unidos, la Ley de Pequeñas Empresas exige maximizar la participación de las pequeñas empresas con el objetivo de otorgarles no menos del 23% de los contratos federales anualmente. La ley exige además que no menos del 5% de estos contratos se otorguen a pequeñas empresas propiedad de mujeres. De manera similar, en Corea existe el requisito de que el 5% de la contratación pública de productos y servicios en el país se dirija a mujeres empresarias. Si bien no está directamente relacionado con la contratación pública, para completar estos esfuerzos, algunos países también se enfocan en el lado de la oferta para apoyar a las empresas propiedad de mujeres a través de programas de préstamos a bajo interés, asistencia técnica, capacitación y facilitación del acceso al crédito.",5
"Por lo general, la evaluación docente se presenta en la literatura como de mayor validez que la evaluación externa. Los ítems de prueba y los estándares de calificación pueden variar ampliamente entre maestros y escuelas, por lo que los resultados de las evaluaciones internas carecerán de confianza externa y no se podrán comparar entre escuelas. También puede haber un alto riesgo de sesgo, es decir, la evaluación es injusta para grupos particulares de estudiantes.",4
"Estaban más interesados ​​en trabajar con los padres, en parte para mostrarles los resultados del progreso y los logros de sus hijos, y en parte para persuadir a otros padres de llevar a sus hijos discapacitados a la escuela. Hubo un aumento en el número de niños discapacitados matriculados en la escuela preescolar y primaria, del 22 al 44 por ciento en aimags donde se utilizó el enfoque. Estos se basaron en un centro de recursos de educación inclusiva establecido por Save the Children en el Instituto de Educación, la principal institución de formación inicial de docentes.",4
"Debido a que el 90% de los hospitales psiquiátricos, que son los principales proveedores de atención de salud mental, son instituciones de propiedad privada (sin fines de lucro), el cambio en la prestación de atención se persigue principalmente a través de este incentivo del sistema de pago. La revisión de la primavera de 2014 de este programa de tarifas incluyó una serie de disposiciones importantes para la atención de la salud mental que buscan cambiar la prestación de la atención en línea con los objetivos de la política (ver Cuadro 4.1). Esto incluyó revisiones al reembolso de los servicios de salud mental.",3
"En el mismo aÃ±o, la Junta Ejecutiva del PNUD informÃ³ de que ""desde 2008, el PNUD ha invertido grandes esfuerzos en el fortalecimiento de la capacidad para la integraciÃ³n de la perspectiva de gÃ©nero, y pide al PNUD que siga manteniendo y aumentando sus inversiones para acelerar el fortalecimiento de la capacidad y la ejecuciÃ³n de programas para la igualdad de gÃ©nero y el empoderamiento de la mujer, en consonancia con la Estrategia de Igualdad de GÃ©nero"". TambiÃ©n copreside el subgrupo del Grupo de las Naciones Unidas para el Desarrollo sobre la contabilidad de los recursos y formarÃ¡ parte del Servicio de asistencia sobre el marcador de gÃ©nero de ONU-SWAP en 2015. El Equipo Global de GÃ©nero tambiÃ©n proporciona apoyo tÃ©cnico al Programa Mundial de Alimentos en su desarrollo de un certificado de excelencia similar al Sello de Igualdad de GÃ©nero y ha asesorado sobre su polÃtica de gÃ©nero. La mayor parte de este apoyo ha consistido en asesoramiento sobre políticas y sobre la puesta a prueba de nuevos enfoques y herramientas.",5
"Las políticas de fomento de las fusiones de municipios deberían reforzar el sector de la atención primaria. Las reformas en la organización del sector hospitalario y las urgencias también deberían mejorar la calidad de la asistencia y la eficiencia. La concentración de la actividad en centros de salud de tamaño suficiente generaría mayores volúmenes de atención que propiciarían una práctica médica óptima y economías de escala. Los centros sanitarios más grandes pueden permitirse equipos médicos más avanzados, contratar personal con más facilidad y crear una base de conocimientos médicos más sólida.",3
